"Facility Name","Street Address","City Name","County","State","ZIP Code","Latitude","Longitude","Submissions","Toxic Release Inventory Report Link","Toxic Release Inventory - Form R Report Link","Risk-Screening Environmental Indicators Report Link"
"AIR LIQUIDE INDUSTRIAL US LP","4442 WRANGLE HILL RD","DELAWARE CITY","NEW CASTLE","DE","19706","39.581088","-75.638463","15","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19706CRDXCWRANG","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19706CRDXCWRANG","https://enviro.epa.gov/enviro/rsei.html?facid=19706CRDXCWRANG"
"AIR PRODUCTS & CHEMICALS","4550 WRANGLE HILL RD","NEW CASTLE","NEW CASTLE","DE","19720","39.580115","-75.649341","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1970WRPRDCWRANG","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1970WRPRDCWRANG","https://enviro.epa.gov/enviro/rsei.html?facid=1970WRPRDCWRANG"
"AIRCO DISTRIBUTOR & CYLINDER GASES","197 E DEKALB ST","KING OF PRUSSIA","MONTGOMERY","PA","19406","40.107809","-75.345603","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19406RCCYL197ED","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19406RCCYL197ED","https://enviro.epa.gov/enviro/rsei.html?facid=19406RCCYL197ED"
"AIRCO DISTRIBUTOR GASES","UNION LANDING & RIVER RDS","RIVERTON","BURLINGTON","NJ","08077","40.01861","-74.99629","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08077RCDSTUNION","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08077RCDSTUNION","https://enviro.epa.gov/enviro/rsei.html?facid=08077RCDSTUNION"
"AKDENIZ CHEMSON ADDITIVES INC","7825 HOLSTEIN AVE","PHILADELPHIA","PHILADELPHIA","PA","19153","39.89692","-75.23338","82","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19153CHMSN7825H","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19153CHMSN7825H","https://enviro.epa.gov/enviro/rsei.html?facid=19153CHMSN7825H"
"AKZO CHEMICALS INC","1385 SCHOOLHOUSE RD","DELAWARE CITY","NEW CASTLE","DE","19706","39.5878","-75.6392","13","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19706KZCHM1385S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19706KZCHM1385S","https://enviro.epa.gov/enviro/rsei.html?facid=19706KZCHM1385S"
"AKZO NOBEL CHEMICALS INC","RTE 73 N & PENNSYLVANIA RAILROAD BRIDGE","MAPLE SHADE","BURLINGTON","NJ","08052","39.959393","-74.987559","15","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08052KZCHMROUTE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08052KZCHMROUTE","https://enviro.epa.gov/enviro/rsei.html?facid=08052KZCHMROUTE"
"AKZO NOBEL COATINGS INC (MAC SPECIALTY COATINGS)","76 S VIRGINIA AVE","PENNS GROVE","SALEM","NJ","080691737","39.722295","-75.466813","51","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08069MCSPC76SVI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08069MCSPC76SVI","https://enviro.epa.gov/enviro/rsei.html?facid=08069MCSPC76SVI"
"ALCOA FLEXIBLE PACKAGING LLC","520 LINCOLN AVE","DOWNINGTOWN","CHESTER","PA","19335","40.00608","-75.68839","40","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19335RYNLD520LI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19335RYNLD520LI","https://enviro.epa.gov/enviro/rsei.html?facid=19335RYNLD520LI"
"ALDAN INDUSTRIES INC","2701 E TIOGA ST","PHILADELPHIA","PHILADELPHIA","PA","191346184","39.98786","-75.09547","62","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19134LDNRBTIOGA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19134LDNRBTIOGA","https://enviro.epa.gov/enviro/rsei.html?facid=19134LDNRBTIOGA"
"ALEX C FERGUSSON INC","25 SPRING MILL DR","FRAZER","CHESTER","PA","193551202","40.06974","-75.55351","62","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19355LXCFRSPRIN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19355LXCFRSPRIN","https://enviro.epa.gov/enviro/rsei.html?facid=19355LXCFRSPRIN"
"ALLIED TUBE & CONDUIT CORP","11350 NORCOM RD","PHILADELPHIA","PHILADELPHIA","PA","19154","40.09239","-75.00545","95","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19154LLDTB11350","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19154LLDTB11350","https://enviro.epa.gov/enviro/rsei.html?facid=19154LLDTB11350"
"ALLOY SURFACES CO INC","100 LOCKE RD","WILMINGTON","NEW CASTLE","DE","198093513","39.751687","-75.500786","34","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19809LLYSR100LO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19809LLYSR100LO","https://enviro.epa.gov/enviro/rsei.html?facid=19809LLYSR100LO"
"ALLOY SURFACES CO INC","121 N COMMERCE DR","CHESTER","DELAWARE","PA","19014","39.85118","-75.41005","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19014LLYSR121NC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19014LLYSR121NC","https://enviro.epa.gov/enviro/rsei.html?facid=19014LLYSR121NC"
"ALLOY SURFACES PLANT 3","90 COMMERCE DR","CHESTER TOWNSHIP","DELAWARE","PA","19014","39.847048","-75.408718","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1901WLLYSR9CMME","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1901WLLYSR9CMME","https://enviro.epa.gov/enviro/rsei.html?facid=1901WLLYSR9CMME"
"ALLOY-TECH INC","10 RANCOCAS DR","DELRAN","BURLINGTON","NJ","08075","40.026908","-74.93258","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08075BRSVL10RAN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08075BRSVL10RAN","https://enviro.epa.gov/enviro/rsei.html?facid=08075BRSVL10RAN"
"ALNORT PROCESSING CO INC","2500 BROADWAY","CAMDEN","CAMDEN","NJ","08104","39.91267","-75.11994","21","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08104LNRTP2500B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08104LNRTP2500B","https://enviro.epa.gov/enviro/rsei.html?facid=08104LNRTP2500B"
"ALPHA ASSOCIATES INC","145 LEHIGH AVE","LAKEWOOD","OCEAN","NJ","08701","40.07556","-74.17284","69","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08701LPHSS145LE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08701LPHSS145LE","https://enviro.epa.gov/enviro/rsei.html?facid=08701LPHSS145LE"
"ALPHACHEM INC","4041 RIDGE AVE BUILDING 12","PHILADELPHIA","PHILADELPHIA","PA","19129","40.00781","-75.19089","5","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19129MNTCH4041R","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19129MNTCH4041R","https://enviro.epa.gov/enviro/rsei.html?facid=19129MNTCH4041R"
"ALUCHEM INC","62 FRONT ST","SALEM","SALEM","NJ","08079","39.57505","-75.47653","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08079LCHMN62FRO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08079LCHMN62FRO","https://enviro.epa.gov/enviro/rsei.html?facid=08079LCHMN62FRO"
"ALUMINUM FINISHERS CORP","700 GODFREY AVE","PHILADELPHIA","PHILADELPHIA","PA","19124","40.03211","-75.09425","10","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19124LMNMF700GO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19124LMNMF700GO","https://enviro.epa.gov/enviro/rsei.html?facid=19124LMNMF700GO"
"ALUMINUM SHAPES LLC","9000 RIVER RD","DELAIR","CAMDEN","NJ","08110","39.986944","-75.044917","238","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08110LMNMS9000R","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08110LMNMS9000R","https://enviro.epa.gov/enviro/rsei.html?facid=08110LMNMS9000R"
"AMERICAN BILTRITE INC.","105 WHITTENDALE DR","MOORESTOWN","BURLINGTON","NJ","08057","39.97449","-74.9723","27","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08057MRCNB105WG","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08057MRCNB105WG","https://enviro.epa.gov/enviro/rsei.html?facid=08057MRCNB105WG"
"AMERICAN CUSTOM DRYING","109 ELBOW LN","BURLINGTON","BURLINGTON","NJ","08016","40.03711","-74.83377","1","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08016MRCNC109EL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08016MRCNC109EL","https://enviro.epa.gov/enviro/rsei.html?facid=08016MRCNC109EL"
"AMERICAN FLUX & METAL LLC","352 FLEMING PIKE","HAMMONTON","CAMDEN","NJ","08037","39.67047","-74.843393","41","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08095CYRPSFLEMI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08095CYRPSFLEMI","https://enviro.epa.gov/enviro/rsei.html?facid=08095CYRPSFLEMI"
"AMERICAN GALVANIZING CO","1919 12TH STREET RT 54","FOLSOM","ATLANTIC","NJ","08094","39.612532","-74.830518","39","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08037MRCNGRT54S","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08037MRCNGRT54S","https://enviro.epa.gov/enviro/rsei.html?facid=08037MRCNGRT54S"
"AMETEK INC CHEMICAL PRODUCTS DIV","900 GREENBANK RD","WILMINGTON","NEW CASTLE","DE","198085906","39.73183","-75.6359","44","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19808MTKNC900GR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19808MTKNC900GR","https://enviro.epa.gov/enviro/rsei.html?facid=19808MTKNC900GR"
"AMSPEC CHEMICAL CORP","751 WATER ST","GLOUCESTER CITY","CAMDEN","NJ","08030","39.888288","-75.128713","65","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08030MSPCCGLOUC","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08030MSPCCGLOUC","https://enviro.epa.gov/enviro/rsei.html?facid=08030MSPCCGLOUC"
"AMUNEAL MANUFACTURING","4219 TORRESDALE AVE","PHILADELPHIA","PHILADELPHIA","PA","19124","40.00745","-75.08629","12","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=1912WMNLMN42194","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=1912WMNLMN42194","https://enviro.epa.gov/enviro/rsei.html?facid=1912WMNLMN42194"
"AMUNEAL MANUFACTURING","4737 DARRAH ST","PHILADELPHIA","PHILADELPHIA","PA","19124","40.016593","-75.081845","65","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19124MNLMN4737D","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19124MNLMN4737D","https://enviro.epa.gov/enviro/rsei.html?facid=19124MNLMN4737D"
"ANCHOR AN OLDCASTLE CO","975 BURNT TAVERN RD","BRICK","OCEAN","NJ","08724","40.09399","-74.12509","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08724NCHRC975BU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08724NCHRC975BU","https://enviro.epa.gov/enviro/rsei.html?facid=08724NCHRC975BU"
"ANCHOR DYEING & FINISHING CO","1300-94 ADAMS AVE","PHILADELPHIA","PHILADELPHIA","PA","19124","40.01048","-75.09348","8","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19124NCHRD13009","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19124NCHRD13009","https://enviro.epa.gov/enviro/rsei.html?facid=19124NCHRD13009"
"ANCHOR HOCKING PACKAGING CO","70 SEWELL ST","GLASSBORO","GLOUCESTER","NJ","08028","39.69722","-75.11938","55","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08028WNSLL70SEW","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08028WNSLL70SEW","https://enviro.epa.gov/enviro/rsei.html?facid=08028WNSLL70SEW"
"ANZON INC","2545 ARAMINGO AVE","PHILADELPHIA","PHILADELPHIA","PA","19125","39.978","-75.11905","55","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19125NZNNC2545A","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19125NZNNC2545A","https://enviro.epa.gov/enviro/rsei.html?facid=19125NZNNC2545A"
"APPLIED EXTRUSION TECHNOLOGIES INC","601 INDL PARK DR","MIDDLETOWN","NEW CASTLE","DE","19709","39.44533","-75.72222","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19709PPLDX601IN","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19709PPLDX601IN","https://enviro.epa.gov/enviro/rsei.html?facid=19709PPLDX601IN"
"ARDAGH GLASS INC","443 S EAST AVE","BRIDGETON","CUMBERLAND","NJ","08302","39.40778","-75.21889","18","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08302LNNDS443SE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08302LNNDS443SE","https://enviro.epa.gov/enviro/rsei.html?facid=08302LNNDS443SE"
"ARDAGH GLASS INC","83 GRIFFITH ST","SALEM","SALEM","NJ","08079","39.574909","-75.469493","10","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08079NCHRG83GRI","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08079NCHRG83GRI","https://enviro.epa.gov/enviro/rsei.html?facid=08079NCHRG83GRI"
"ARDEX LABORATORIES INC","2050 BYBERRY RD","PHILADELPHIA","PHILADELPHIA","PA","19116","40.10995","-75.00286","98","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19116MPRLM2050B","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19116MPRLM2050B","https://enviro.epa.gov/enviro/rsei.html?facid=19116MPRLM2050B"
"ARKEMA WEST CHESTER PLANT","610 S BOLMAR ST","WEST CHESTER","CHESTER","PA","19382","39.959602","-75.589958","213","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19382SRTMRBOLMA","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19382SRTMRBOLMA","https://enviro.epa.gov/enviro/rsei.html?facid=19382SRTMRBOLMA"
"ARMOTEK INDUSTRIES INC","1 ROTO AVE","PALMYRA","BURLINGTON","NJ","08065","39.996772","-75.03032","66","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08065RMTKN701PU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08065RMTKN701PU","https://enviro.epa.gov/enviro/rsei.html?facid=08065RMTKN701PU"
"ARROW INTERNATIONAL INC.","2 BERRY DR","LUMBERTON","BURLINGTON","NJ","08048","39.974667","-74.813703","7","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08060RRWNT2BERR","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08060RRWNT2BERR","https://enviro.epa.gov/enviro/rsei.html?facid=08060RRWNT2BERR"
"ASHLAND DISTRIBUTION CO","201 COLWELL LN","CONSHOHOCKEN","MONTGOMERY","PA","19428","40.07886","-75.31219","40","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19428SHLND201CO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19428SHLND201CO","https://enviro.epa.gov/enviro/rsei.html?facid=19428SHLND201CO"
"ASTRAZENECA PHARMACEUTICALS","587 OLD BALTIMORE PIKE","NEWARK","NEW CASTLE","DE","19702","39.64763","-75.70549","9","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19897CMRCS587OL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19897CMRCS587OL","https://enviro.epa.gov/enviro/rsei.html?facid=19897CMRCS587OL"
"ATLANTIC METALS  CORP","3100 E ORTHODOX ST","PHILADELPHIA","PHILADELPHIA","PA","191372098","39.99204","-75.06886","26","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19137TLNTC3100E","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19137TLNTC3100E","https://enviro.epa.gov/enviro/rsei.html?facid=19137TLNTC3100E"
"ATLANTIC WOOD INDUSTRIES INC","1215 RT 38","HAINESPORT","BURLINGTON","NJ","08036","39.98529","-74.809878","41","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08036TLNTCROUTE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08036TLNTCROUTE","https://enviro.epa.gov/enviro/rsei.html?facid=08036TLNTCROUTE"
"AVERY SOABAR PRODUCTS GROUP","7722 DUNGAN RD","PHILADELPHIA","PHILADELPHIA","PA","19111","40.063575","-75.07254","2","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19111VRYSB7722D","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19111VRYSB7722D","https://enviro.epa.gov/enviro/rsei.html?facid=19111VRYSB7722D"
"AXEL JOHNSON METALS INC","215 WELSH POOL RD","LIONVILLE","CHESTER","PA","19353","40.062562","-75.648805","11","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19353XLJHN215WE","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19353XLJHN215WE","https://enviro.epa.gov/enviro/rsei.html?facid=19353XLJHN215WE"
"BALL-FOSTER GLASS CONTAINER CO LLC","323 S SECOND ST","MILLVILLE","CUMBERLAND","NJ","08332","39.39124","-75.03496","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08332MRCNN328SO","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08332MRCNN328SO","https://enviro.epa.gov/enviro/rsei.html?facid=08332MRCNN328SO"
"BARRY BRONZE BEARING CO","7TH & BULSON ST","CAMDEN","CAMDEN","NJ","08104","39.91688","-75.11404","3","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08104BRRYB7THBU","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08104BRRYB7THBU","https://enviro.epa.gov/enviro/rsei.html?facid=08104BRRYB7THBU"
"BASF CORP","1830 COLUMBIA AVE","FOLCROFT","DELAWARE","PA","19032","39.88903","-75.27729","73","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19032MZRCH1830C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19032MZRCH1830C","https://enviro.epa.gov/enviro/rsei.html?facid=19032MZRCH1830C"
"BAYER POLYMERS LLC","3801 W CHESTER PIKE","NEWTOWN SQUARE","DELAWARE","PA","190732387","39.988022","-75.414986","6","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=19073BYRCR3801W","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=19073BYRCR3801W","https://enviro.epa.gov/enviro/rsei.html?facid=19073BYRCR3801W"
"BEVMAR INDUSTRIES","9268 COMMERCE HWY","PENNSAUKEN","CAMDEN","NJ","08110","39.97986","-75.02274","4","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08110BVMRN9268C","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08110BVMRN9268C","https://enviro.epa.gov/enviro/rsei.html?facid=08110BVMRN9268C"
"BIOCHEMICAL SCIENCES INC","200 COMMODORE DR","SWEDESBORO","GLOUCESTER","NJ","08085","39.768524","-75.33728","14","https://enviro.epa.gov/enviro/tris_control_v2.tris_print?tris_id=08085BCHMC100CL","https://enviro.epa.gov/enviro/trisquery.dcn_details?tris_id=08085BCHMC100CL","https://enviro.epa.gov/enviro/rsei.html?facid=08085BCHMC100CL"
